Channel:,Lum, Red, Green, Blue
199, 0, 0, 0, 0
200, 0, 0, 0, 0
201, 0, 0, 0, 0
202, 0, 0, 0, 0
203, 0, 0, 0, 0
204, 0, 0, 0, 0
205, 0, 0, 0, 0
206, 0, 0, 0, 0
207, 0, 0, 0, 0
208, 0, 0, 0, 0
209, 0, 0, 0, 0
210, 0, 0, 0, 0
211, 0, 0, 0, 0
212, 0, 0, 0, 0
213, 0, 0, 0, 0
214, 0, 0, 0, 0
215, 0, 0, 0, 0
216, 0, 0, 0, 0
217, 0, 0, 0, 0
218, 0, 0, 0, 0
219, 0, 0, 0, 0
220, 0, 0, 0, 0
221, 0, 0, 0, 0
222, 0, 0, 0, 0
223, 0, 0, 0, 0
224, 0, 0, 0, 0
225, 0, 0, 0, 0
226, 0, 0, 0, 0
227, 0, 0, 0, 0
228, 0, 0, 0, 0
229, 0, 0, 0, 0
230, 0, 0, 0, 0
231, 0, 0, 0, 0
232, 0, 0, 0, 0
233, 0, 0, 0, 0
234, 0, 0, 0, 0
235, 0, 0, 0, 0
236, 0, 0, 0, 0
237, 0, 0, 0, 0
238, 0, 0, 0, 0
239, 0, 0, 0, 0
240, 0, 0, 0, 0
241, 0, 0, 0, 0
242, 0, 0, 0, 0
243, 0, 0, 0, 0
244, 0, 0, 0, 0
245, 0, 0, 0, 0
246, 0, 0, 0, 0
247, 0, 0, 0, 0
248, 0, 0, 0, 0
249, 0, 0, 0, 0
250, 0, 0, 0, 0
251, 0, 0, 0, 0
252, 0, 0, 0, 0
253, 0, 0, 0, 0
254, 0, 0, 0, 0
255, 0, 0, 0, 0
256, 0, 0, 0, 0
257, 0, 0, 0, 0
258, 0, 0, 0, 0
259, 0, 0, 0, 0
260, 0, 0, 0, 0
261, 0, 0, 0, 0
262, 0, 0, 0, 0
263, 0, 0, 0, 0
264, 0, 0, 0, 0
265, 0, 0, 0, 0
266, 0, 0, 0, 0
267, 0, 0, 0, 0
268, 0, 0, 0, 0
269, 0, 0, 0, 0
270, 0, 0, 0, 0
271, 0, 0, 0, 0
272, 0, 0, 0, 0
273, 0, 0, 0, 0
274, 0, 0, 0, 0
275, 0, 0, 0, 0
276, 0, 0, 0, 0
277, 0, 0, 0, 0
278, 0, 0, 0, 0
279, 0, 0, 0, 0
280, 0, 0, 0, 0
281, 0, 0, 0, 0
282, 0, 0, 0, 0
283, 0, 0, 0, 0
284, 0, 0, 0, 0
285, 0, 0, 0, 0
286, 0, 0, 0, 0
287, 0, 0, 0, 0
288, 0, 0, 0, 0
289, 0, 0, 0, 0
290, 0, 0, 0, 0
291, 0, 0, 0, 0
292, 0, 0, 0, 0
293, 0, 0, 0, 0
294, 0, 0, 0, 0
295, 0, 0, 0, 0
296, 0, 0, 0, 0
297, 0, 0, 0, 0
298, 0, 0, 0, 0
299, 0, 0, 0, 0
300, 0, 0, 0, 0
301, 0, 0, 0, 0
302, 0, 0, 0, 0
303, 0, 0, 0, 0
304, 0, 0, 0, 0
305, 0, 0, 0, 0
306, 0, 0, 0, 0
307, 0, 0, 0, 0
308, 0, 0, 0, 0
309, 0, 0, 0, 0
310, 0, 0, 0, 0
311, 0, 0, 0, 0
312, 0, 0, 0, 0
313, 0, 0, 0, 0
314, 0, 0, 0, 0
315, 0, 0, 0, 0
316, 0, 0, 0, 0
317, 0, 0, 0, 0
318, 0, 0, 0, 0
319, 0, 0, 0, 0
320, 0, 0, 0, 0
321, 0, 0, 0, 0
322, 0, 0, 0, 0
323, 0, 0, 0, 0
324, 0, 0, 0, 0
325, 0, 0, 0, 0
326, 0, 0, 0, 0
327, 0, 0, 0, 0
328, 0, 0, 0, 0
329, 0, 0, 0, 0
330, 0, 0, 0, 0
331, 0, 0, 0, 0
332, 0, 0, 0, 0
333, 0, 0, 0, 0
334, 0, 0, 0, 0
335, 0, 0, 0, 0
336, 0, 0, 0, 0
337, 0, 0, 0, 0
338, 0, 0, 0, 0
339, 0, 0, 0, 0
340, 0, 0, 0, 0
341, 0, 0, 0, 0
342, 0, 0, 0, 0
343, 0, 0, 0, 0
344, 0, 0, 0, 0
345, 0, 0, 0, 0
346, 0, 0, 0, 0
347, 0, 0, 0, 0
348, 0, 0, 0, 0
349, 0, 0, 0, 0
350, 0, 0, 0, 0
351, 0, 0, 0, 0
352, 0, 0, 0, 0
353, 0, 0, 0, 0
354, 0, 0, 0, 0
355, 0, 0, 0, 0
356, 0, 0, 0, 0
357, 0, 0, 0, 0
358, 0, 0, 0, 0
359, 0, 0, 0, 0
360, 0, 0, 0, 0
361, 0, 0, 0, 0
362, 0, 0, 0, 0
363, 0, 0, 0, 0
364, 0, 0, 0, 0
365, 0, 0, 0, 0
366, 0, 0, 0, 0
367, 0, 0, 0, 0
368, 0, 0, 0, 0
369, 0, 0, 0, 0
370, 0, 0, 0, 0
371, 0, 0, 0, 0
372, 0, 0, 0, 0
373, 0, 0, 0, 0
374, 0, 0, 0, 0
375, 0, 0, 0, 0
376, 0, 0, 0, 0
377, 0, 0, 0, 0
378, 0, 0, 0, 0
379, 0, 0, 0, 0
380, 0, 0, 0, 0
381, 0, 0, 0, 0
382, 0, 0, 0, 0
383, 0, 0, 0, 0
384, 0, 0, 0, 0
385, 0, 0, 0, 0
386, 0, 0, 0, 0
387, 0, 0, 0, 0
388, 0, 0, 0, 0
389, 0, 0, 0, 0
390, 0, 0, 0, 0
391, 0, 0, 0, 0
392, 0, 0, 0, 0
393, 0, 0, 0, 0
394, 0, 0, 0, 0
395, 0, 0, 0, 0
396, 0, 0, 0, 0
397, 0, 0, 0, 0
398, 0, 0, 0, 0
399, 0, 0, 0, 0
400, 0, 0, 0, 0
401, 0, 0, 0, 0
402, 0, 0, 0, 0
403, 0, 0, 0, 0
404, 0, 0, 0, 0
405, 0, 0, 0, 0
406, 0, 0, 0, 0
407, 0, 0, 0, 0
408, 0, 0, 0, 0
409, 0, 0, 0, 0
410, 0, 0, 0, 0
411, 0, 0, 0, 0
412, 0, 1, 0, 0
413, 0, 0, 0, 0
414, 0, 0, 0, 0
415, 0, 0, 0, 0
416, 0, 0, 0, 0
417, 0, 0, 0, 0
418, 0, 2, 0, 0
419, 0, 1, 0, 0
420, 0, 0, 0, 0
421, 0, 0, 0, 0
422, 0, 1, 0, 0
423, 0, 1, 0, 0
424, 0, 3, 0, 0
425, 0, 1, 0, 0
426, 0, 2, 0, 0
427, 0, 3, 0, 0
428, 0, 3, 0, 0
429, 0, 3, 0, 0
430, 0, 9, 0, 0
431, 0, 2, 0, 0
432, 0, 14, 0, 0
433, 0, 16, 0, 0
434, 0, 18, 0, 0
435, 0, 28, 0, 0
436, 0, 23, 0, 0
437, 0, 47, 0, 0
438, 0, 35, 0, 0
439, 0, 58, 0, 0
440, 0, 73, 0, 0
441, 0, 71, 0, 0
442, 0, 86, 0, 0
443, 0, 91, 0, 0
444, 0, 105, 0, 0
445, 0, 136, 0, 0
446, 0, 157, 0, 0
447, 0, 182, 0, 0
448, 0, 168, 0, 0
449, 0, 240, 0, 0
450, 0, 240, 0, 0
451, 0, 244, 0, 0
452, 0, 304, 0, 0
453, 0, 310, 0, 0
454, 0, 358, 0, 0
455, 0, 415, 0, 0
456, 0, 451, 0, 0
457, 0, 463, 0, 0
458, 0, 457, 0, 0
459, 0, 484, 0, 0
460, 0, 530, 0, 0
461, 0, 593, 0, 0
462, 0, 658, 0, 0
463, 0, 673, 0, 0
464, 0, 699, 0, 0
465, 0, 702, 0, 0
466, 0, 722, 0, 0
467, 0, 770, 0, 0
468, 0, 851, 0, 0
469, 0, 900, 0, 0
470, 0, 1020, 0, 0
471, 0, 1005, 0, 0
472, 0, 1006, 0, 0
473, 0, 1098, 0, 0
474, 0, 1247, 0, 0
475, 0, 1228, 0, 0
476, 0, 1298, 0, 0
477, 0, 1321, 0, 0
478, 0, 1383, 0, 0
479, 0, 1468, 0, 0
480, 0, 1449, 0, 0
481, 0, 1452, 0, 0
482, 0, 1574, 0, 0
483, 0, 1658, 0, 0
484, 0, 1711, 0, 0
485, 0, 1753, 0, 0
486, 0, 1815, 0, 0
487, 0, 1963, 0, 0
488, 0, 2029, 0, 0
489, 0, 2089, 0, 0
490, 0, 2087, 0, 0
491, 0, 2282, 0, 0
492, 0, 2427, 0, 0
493, 0, 2330, 0, 0
494, 0, 2475, 0, 0
495, 0, 2515, 0, 0
496, 0, 2561, 0, 0
497, 0, 2682, 0, 0
498, 0, 2813, 0, 0
499, 0, 2761, 0, 0
500, 0, 2871, 0, 0
501, 0, 3093, 0, 0
502, 0, 3198, 0, 0
503, 0, 3241, 0, 0
504, 0, 3382, 0, 0
505, 0, 3354, 0, 0
506, 0, 3519, 0, 0
507, 0, 3814, 0, 0
508, 0, 3815, 0, 0
509, 0, 3889, 0, 0
510, 0, 4212, 0, 0
511, 0, 4369, 0, 0
512, 0, 4446, 0, 0
513, 0, 4501, 0, 0
514, 0, 4665, 0, 0
515, 0, 5005, 0, 0
516, 0, 5116, 0, 0
517, 0, 5349, 0, 0
518, 0, 5214, 0, 0
519, 0, 5796, 0, 0
520, 0, 5882, 0, 0
521, 0, 6082, 0, 0
522, 0, 6101, 0, 0
523, 0, 6366, 0, 0
524, 0, 6627, 0, 0
525, 0, 6847, 0, 0
526, 0, 7015, 0, 0
527, 0, 7083, 0, 0
528, 0, 7298, 0, 0
529, 0, 7502, 0, 0
530, 0, 7759, 0, 0
531, 0, 7723, 0, 0
532, 0, 7931, 0, 0
533, 0, 7897, 0, 0
534, 0, 8200, 0, 0
535, 0, 8337, 0, 0
536, 0, 8291, 0, 0
537, 0, 8382, 0, 0
538, 0, 8768, 0, 0
539, 0, 8750, 0, 0
540, 0, 8983, 0, 0
541, 0, 9047, 0, 0
542, 0, 8985, 0, 0
543, 0, 9321, 0, 0
544, 0, 9473, 0, 0
545, 0, 9452, 0, 0
546, 0, 9387, 0, 0
547, 0, 9887, 0, 0
548, 0, 9963, 0, 0
549, 0, 9984, 0, 0
550, 0, 10026, 0, 0
551, 0, 10104, 0, 0
552, 0, 10549, 0, 0
553, 0, 10752, 0, 0
554, 0, 10897, 0, 0
555, 0, 10870, 0, 0
556, 0, 11128, 0, 0
557, 0, 11286, 0, 0
558, 0, 11363, 0, 0
559, 0, 11491, 0, 0
560, 0, 11303, 0, 0
561, 0, 11786, 0, 0
562, 0, 11987, 0, 0
563, 0, 12261, 0, 0
564, 0, 12272, 0, 0
565, 0, 12600, 0, 0
566, 0, 12869, 0, 0
567, 0, 13032, 0, 0
568, 0, 13263, 0, 0
569, 0, 13096, 0, 0
570, 0, 13419, 0, 0
571, 0, 13673, 0, 0
572, 0, 13864, 0, 0
573, 0, 13900, 0, 0
574, 0, 13773, 0, 0
575, 0, 14421, 0, 0
576, 0, 14376, 0, 0
577, 0, 14444, 0, 0
578, 0, 14233, 0, 0
579, 0, 14284, 0, 0
580, 0, 14798, 0, 0
581, 0, 14867, 0, 0
582, 0, 15020, 0, 0
583, 0, 14733, 0, 0
584, 0, 14790, 0, 0
585, 0, 15187, 0, 0
586, 0, 15180, 0, 0
587, 0, 15101, 0, 0
588, 0, 14666, 0, 0
589, 0, 15392, 0, 0
590, 0, 15232, 0, 0
591, 0, 15356, 0, 0
592, 0, 14915, 0, 0
593, 0, 14972, 0, 0
594, 0, 15062, 0, 0
595, 0, 15095, 0, 0
596, 0, 14854, 0, 0
597, 0, 14518, 0, 0
598, 0, 14721, 0, 0
599, 0, 14985, 0, 0
600, 0, 14944, 0, 0
601, 0, 14701, 0, 0
602, 0, 14683, 0, 0
603, 0, 15100, 0, 0
604, 0, 14851, 0, 0
605, 0, 15063, 0, 0
606, 0, 14745, 0, 0
607, 0, 14669, 0, 0
608, 0, 14830, 0, 0
609, 0, 14746, 0, 0
610, 0, 14604, 0, 0
611, 0, 14164, 0, 0
612, 0, 14559, 0, 0
613, 0, 14799, 0, 0
614, 0, 14376, 0, 0
615, 0, 14479, 0, 0
616, 0, 14024, 0, 0
617, 0, 14414, 0, 0
618, 0, 14239, 0, 0
619, 0, 14339, 0, 0
620, 0, 13769, 0, 0
621, 0, 13982, 0, 0
622, 0, 14222, 0, 0
623, 0, 14020, 0, 0
624, 0, 13722, 0, 0
625, 0, 13440, 0, 0
626, 0, 13913, 0, 0
627, 0, 13653, 0, 0
628, 0, 13825, 0, 0
629, 0, 13166, 0, 0
630, 0, 13154, 0, 0
631, 0, 13197, 0, 0
632, 0, 13371, 0, 0
633, 0, 13284, 0, 0
634, 0, 12790, 0, 0
635, 0, 12936, 0, 0
636, 0, 13166, 0, 0
637, 0, 12958, 0, 0
638, 0, 12796, 0, 0
639, 0, 12639, 0, 0
640, 0, 12799, 0, 0
641, 0, 12723, 0, 0
642, 0, 12525, 0, 0
643, 0, 12431, 0, 0
644, 0, 12266, 0, 0
645, 0, 12440, 0, 0
646, 0, 12243, 0, 0
647, 0, 12245, 0, 0
648, 0, 11826, 0, 0
649, 0, 12129, 0, 0
650, 0, 12214, 0, 0
651, 0, 12328, 0, 0
652, 0, 12006, 0, 0
653, 0, 11658, 0, 0
654, 0, 12041, 0, 0
655, 0, 12132, 0, 0
656, 0, 12038, 0, 0
657, 0, 11806, 0, 0
658, 0, 11621, 0, 0
659, 0, 11956, 0, 0
660, 0, 12106, 0, 0
661, 0, 11964, 0, 0
662, 0, 11652, 0, 0
663, 0, 12028, 0, 0
664, 0, 11734, 0, 0
665, 1, 11948, 0, 0
666, 1, 11685, 0, 0
667, 0, 11390, 0, 0
668, 0, 11806, 0, 0
669, 0, 11769, 0, 0
670, 0, 11714, 0, 0
671, 1, 11487, 0, 0
672, 1, 11568, 0, 0
673, 2, 11784, 0, 0
674, 0, 11610, 0, 0
675, 3, 11535, 0, 0
676, 4, 11375, 0, 0
677, 1, 11527, 0, 0
678, 5, 11604, 0, 0
679, 6, 11698, 0, 0
680, 12, 11499, 0, 0
681, 10, 11126, 0, 0
682, 12, 11221, 0, 0
683, 17, 11541, 0, 0
684, 27, 11225, 0, 0
685, 24, 11031, 0, 0
686, 33, 11011, 0, 0
687, 43, 11092, 0, 0
688, 39, 10920, 0, 0
689, 57, 10784, 0, 0
690, 61, 10530, 0, 0
691, 71, 10565, 0, 0
692, 81, 10597, 0, 0
693, 79, 10366, 0, 0
694, 78, 10079, 0, 0
695, 101, 10049, 0, 0
696, 92, 10132, 0, 0
697, 137, 9829, 0, 0
698, 133, 9828, 0, 0
699, 155, 9671, 0, 0
700, 160, 9648, 0, 0
701, 154, 9657, 0, 0
702, 222, 9335, 0, 0
703, 183, 9289, 0, 0
704, 203, 9128, 0, 0
705, 224, 8989, 0, 0
706, 246, 8915, 0, 0
707, 262, 8910, 0, 0
708, 276, 8860, 0, 0
709, 312, 8701, 0, 0
710, 304, 8743, 0, 0
711, 301, 8759, 0, 0
712, 318, 8551, 0, 0
713, 353, 8377, 0, 0
714, 385, 8331, 0, 0
715, 396, 8555, 0, 0
716, 437, 8300, 0, 0
717, 432, 8271, 0, 0
718, 486, 7921, 0, 0
719, 469, 8088, 0, 0
720, 502, 8056, 0, 0
721, 496, 7789, 1, 0
722, 565, 7718, 0, 0
723, 535, 7564, 0, 0
724, 588, 7934, 0, 0
725, 566, 7598, 0, 0
726, 602, 7663, 0, 0
727, 641, 7352, 0, 0
728, 629, 7257, 0, 0
729, 691, 7300, 0, 0
730, 701, 7350, 0, 0
731, 711, 7451, 2, 0
732, 731, 7037, 2, 0
733, 746, 7091, 2, 0
734, 791, 7079, 3, 0
735, 805, 6954, 4, 0
736, 814, 6820, 1, 0
737, 834, 6838, 3, 0
738, 883, 6831, 0, 0
739, 937, 6927, 3, 0
740, 894, 6683, 0, 0
741, 955, 6367, 1, 0
742, 969, 6456, 3, 0
743, 1046, 6657, 4, 0
744, 1043, 6653, 5, 0
745, 1033, 6601, 4, 0
746, 1063, 6347, 3, 0
747, 1139, 6336, 9, 0
748, 1140, 6475, 9, 0
749, 1185, 6476, 9, 0
750, 1162, 6193, 6, 0
751, 1192, 6188, 10, 0
752, 1326, 6260, 11, 0
753, 1266, 6265, 14, 0
754, 1292, 6067, 15, 0
755, 1425, 6162, 17, 0
756, 1416, 6130, 22, 0
757, 1416, 6065, 16, 0
758, 1440, 5983, 28, 0
759, 1488, 5871, 32, 0
760, 1486, 5737, 30, 0
761, 1588, 5774, 29, 0
762, 1558, 5707, 35, 0
763, 1599, 5452, 48, 0
764, 1599, 5308, 54, 0
765, 1627, 5151, 59, 0
766, 1642, 5232, 73, 0
767, 1725, 5016, 63, 0
768, 1766, 4880, 98, 0
769, 1800, 4570, 77, 0
770, 1824, 4679, 86, 0
771, 1865, 4440, 91, 0
772, 1894, 4258, 97, 0
773, 1851, 4045, 107, 0
774, 1890, 3788, 111, 0
775, 2079, 3729, 127, 0
776, 2034, 3582, 135, 0
777, 2117, 3333, 153, 0
778, 2086, 3034, 159, 0
779, 2128, 2810, 186, 0
780, 2148, 2710, 162, 0
781, 2261, 2559, 206, 0
782, 2269, 2284, 189, 0
783, 2381, 2005, 235, 0
784, 2372, 1952, 236, 0
785, 2380, 1808, 242, 0
786, 2496, 1546, 249, 0
787, 2590, 1498, 273, 0
788, 2715, 1349, 250, 1
789, 2739, 1239, 326, 0
790, 2741, 1123, 311, 0
791, 2975, 1027, 328, 0
792, 2998, 863, 349, 0
793, 3071, 842, 355, 0
794, 3263, 789, 352, 0
795, 3287, 674, 387, 0
796, 3257, 677, 406, 0
797, 3369, 565, 434, 0
798, 3492, 537, 417, 0
799, 3530, 510, 476, 0
800, 3645, 466, 483, 0
801, 3760, 430, 490, 0
802, 3798, 408, 510, 0
803, 3869, 349, 527, 0
804, 4041, 394, 534, 0
805, 3984, 339, 526, 0
806, 4161, 300, 564, 0
807, 4304, 300, 602, 0
808, 4380, 312, 566, 0
809, 4422, 295, 620, 0
810, 4530, 267, 592, 0
811, 4693, 235, 641, 1
812, 4874, 239, 643, 0
813, 4757, 232, 701, 0
814, 4911, 252, 668, 0
815, 4958, 247, 738, 1
816, 5011, 221, 699, 1
817, 5053, 232, 747, 0
818, 5254, 206, 794, 0
819, 5406, 211, 841, 0
820, 5361, 201, 825, 2
821, 5484, 192, 847, 1
822, 5735, 193, 803, 2
823, 5535, 170, 893, 1
824, 5503, 182, 933, 1
825, 5648, 169, 955, 0
826, 5747, 203, 1000, 0
827, 5749, 172, 984, 2
828, 5753, 180, 1051, 2
829, 5788, 167, 1047, 0
830, 5960, 177, 1046, 6
831, 5997, 157, 1045, 4
832, 6003, 166, 1132, 5
833, 5870, 133, 1112, 6
834, 5912, 145, 1130, 4
835, 6059, 129, 1170, 4
836, 5982, 139, 1196, 6
837, 6077, 142, 1226, 9
838, 6248, 127, 1293, 8
839, 6297, 134, 1238, 15
840, 6156, 118, 1299, 8
841, 6240, 150, 1308, 12
842, 6300, 134, 1374, 21
843, 6416, 124, 1322, 17
844, 6509, 118, 1455, 25
845, 6525, 140, 1462, 22
846, 6606, 129, 1477, 28
847, 6690, 132, 1441, 29
848, 6686, 141, 1470, 26
849, 6785, 102, 1540, 35
850, 6782, 145, 1521, 29
851, 6951, 126, 1535, 34
852, 6994, 149, 1676, 39
853, 6974, 120, 1628, 42
854, 7031, 107, 1641, 45
855, 7155, 118, 1703, 53
856, 7180, 93, 1672, 57
857, 7114, 88, 1714, 65
858, 7181, 101, 1846, 64
859, 7401, 114, 1828, 63
860, 7585, 109, 1872, 80
861, 7564, 96, 1865, 83
862, 7476, 89, 1953, 74
863, 7665, 92, 2019, 107
864, 7745, 91, 1987, 83
865, 7597, 99, 2078, 102
866, 7714, 92, 2098, 114
867, 7897, 101, 2142, 108
868, 7913, 92, 2148, 127
869, 7898, 86, 2304, 146
870, 8175, 92, 2314, 128
871, 7937, 83, 2337, 148
872, 8118, 106, 2344, 164
873, 8379, 91, 2477, 175
874, 8418, 90, 2434, 185
875, 8406, 76, 2536, 191
876, 8641, 100, 2487, 170
877, 8683, 96, 2581, 200
878, 8742, 74, 2779, 244
879, 8876, 100, 2835, 208
880, 8970, 80, 2709, 252
881, 9228, 73, 2876, 273
882, 9315, 86, 3049, 247
883, 9474, 94, 3097, 267
884, 9496, 82, 3227, 247
885, 9590, 96, 3245, 316
886, 9591, 83, 3266, 302
887, 9738, 85, 3323, 268
888, 9862, 83, 3423, 360
889, 9864, 65, 3463, 374
890, 9931, 69, 3592, 304
891, 10064, 81, 3635, 371
892, 10021, 69, 3616, 382
893, 10390, 77, 3667, 375
894, 10146, 81, 3828, 410
895, 10332, 68, 3948, 373
896, 10349, 74, 3957, 410
897, 10283, 64, 4102, 424
898, 10383, 77, 4135, 445
899, 10362, 81, 4158, 492
900, 10397, 67, 4219, 475
901, 10285, 66, 4401, 459
902, 10455, 57, 4359, 511
903, 10105, 71, 4389, 544
904, 10395, 60, 4541, 561
905, 10514, 63, 4536, 573
906, 10308, 66, 4633, 542
907, 10188, 63, 4698, 562
908, 10177, 55, 4703, 611
909, 10368, 72, 4818, 574
910, 10169, 68, 4864, 663
911, 10155, 61, 4934, 636
912, 10240, 63, 5013, 599
913, 10054, 52, 5072, 748
914, 10062, 58, 5069, 685
915, 10043, 63, 5064, 626
916, 10162, 67, 5148, 744
917, 10213, 59, 5307, 684
918, 9859, 64, 5254, 717
919, 9847, 60, 5345, 740
920, 10079, 68, 5298, 761
921, 9825, 63, 5428, 817
922, 9787, 61, 5445, 853
923, 9675, 52, 5401, 752
924, 9705, 64, 5367, 891
925, 9806, 52, 5577, 785
926, 9808, 46, 5693, 823
927, 9798, 43, 5566, 915
928, 9829, 54, 5637, 918
929, 9628, 59, 5671, 879
930, 9904, 57, 5648, 966
931, 9809, 51, 5785, 917
932, 9840, 50, 5647, 999
933, 9766, 63, 5639, 1061
934, 9864, 47, 5779, 915
935, 9767, 48, 6019, 1034
936, 9556, 61, 5812, 1053
937, 9482, 41, 5918, 992
938, 9529, 60, 6000, 1145
939, 9604, 54, 6058, 1150
940, 9651, 49, 6064, 1122
941, 9605, 43, 6226, 1206
942, 9731, 60, 6102, 1193
943, 9567, 57, 6173, 1185
